as_label,link,cell_label,cell_id
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Stromal 1 (CCL11+),ASCTB-TEMP:stromal-1-ccl11-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Branch B1 (eMN),ASCTB-TEMP:branch-b1-emn-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Stromal 2 (NPY+),ASCTB-TEMP:stromal-2-npy-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,EC cells (TAC1+),ASCTB-TEMP:ec-cells-tac1-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,I cells (CCK+),ASCTB-TEMP:i-cells-cck-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,arterial capillary,ASCTB-TEMP:arterial-capillary
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,LYVE1+ Macrophage,ASCTB-TEMP:lyve1-macrophage
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,M/X cells (MLN/GHRL+),ASCTB-TEMP:m-x-cells-mln-ghrl-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Tfh,ASCTB-TEMP:tfh
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Stromal 3 (KCNN3+),ASCTB-TEMP:stromal-3-kcnn3-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,mLTo,ASCTB-TEMP:mlto
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,LEC6 (ADAMTS4+),ASCTB-TEMP:lec6-adamts4-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Glia 1 (DHH+),ASCTB-TEMP:glia-1-dhh-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,cycling EC,ASCTB-TEMP:cycling-ec
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,D cells (SST+),ASCTB-TEMP:d-cells-sst-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,myofibroblast (RSPO2+),ASCTB-TEMP:myofibroblast-rspo2-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Contractile pericyte (PLN+),ASCTB-TEMP:contractile-pericyte-pln-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,T reticular,ASCTB-TEMP:t-reticular
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Colonocyte,ASCTB-TEMP:colonocyte
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,CD8 Tmem,ASCTB-TEMP:cd8-tmem
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Cycling plasma cell,ASCTB-TEMP:cycling-plasma-cell
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,LEC4 (STAB2+),ASCTB-TEMP:lec4-stab2-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,DZ GC cell,ASCTB-TEMP:dz-gc-cell
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,angiogenic pericyte,ASCTB-TEMP:angiogenic-pericyte
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,FDC,ASCTB-TEMP:fdc
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Stromal 3 (C7+),ASCTB-TEMP:stromal-3-c7-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Progenitor (NEUROG3+),ASCTB-TEMP:progenitor-neurog3-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,pDC,ASCTB-TEMP:pdc
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Mature venous EC,ASCTB-TEMP:mature-venous-ec
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,LTi-like NCR- ILC3,ASCTB-TEMP:lti-like-ncr-ilc3
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,MAIT cell,ASCTB-TEMP:mait-cell
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,TRDV2/TRGV9 gdT,ASCTB-TEMP:trdv2-trgv9-gdt
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,NK cell,ASCTB-TEMP:nk-cell
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Glia 3 (BCAN+),ASCTB-TEMP:glia-3-bcan-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Activated CD8 T,ASCTB-TEMP:activated-cd8-t
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Neuroblast,ASCTB-TEMP:neuroblast
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Distal progenitor,ASCTB-TEMP:distal-progenitor
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Macrophages,ASCTB-TEMP:macrophages
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Mast cell,ASCTB-TEMP:mast-cell
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,TRGV4 gdT,ASCTB-TEMP:trgv4-gdt
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,ICC,ASCTB-TEMP:icc
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,K cells (GIP+),ASCTB-TEMP:k-cells-gip-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Pre-B,ASCTB-TEMP:pre-b
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,L cells (PYY+),ASCTB-TEMP:l-cells-pyy-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,SMC (PLPP2+),ASCTB-TEMP:smc-plpp2-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Adult Glia,ASCTB-TEMP:adult-glia
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Th1,ASCTB-TEMP:th1
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Branch B3 (IPAN),ASCTB-TEMP:branch-b3-ipan-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,TA,ASCTB-TEMP:ta
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,SELL+ CD4 T,ASCTB-TEMP:sell-cd4-t
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Branch A2 (IPAN/IN),ASCTB-TEMP:branch-a2-ipan-in-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Immature pericyte,ASCTB-TEMP:immature-pericyte
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,CLP,ASCTB-TEMP:clp
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,cycling stromal,ASCTB-TEMP:cycling-stromal
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Transitional Stromal 3 (C3+),ASCTB-TEMP:transitional-stromal-3-c3-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Branch A4 (IN),ASCTB-TEMP:branch-a4-in-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,LEC1 (ACKR4+),ASCTB-TEMP:lec1-ackr4-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,LEC3 (ADGRG3+),ASCTB-TEMP:lec3-adgrg3-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Monocytes,ASCTB-TEMP:monocytes
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,SELL+ CD8 T,ASCTB-TEMP:sell-cd8-t
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Î² cells (INS+),ASCTB-TEMP:-cells-ins-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Mesothelium (RGS5+),ASCTB-TEMP:mesothelium-rgs5-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,NK T cell,ASCTB-TEMP:nk-t-cell
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Activated CD4 T,ASCTB-TEMP:activated-cd4-t
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Pericyte,ASCTB-TEMP:pericyte
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Fetal venous EC,ASCTB-TEMP:fetal-venous-ec
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,FCRL4+ Memory B,ASCTB-TEMP:fcrl4-memory-b
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,cDC1,ASCTB-TEMP:cdc1
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,LZ GC cell,ASCTB-TEMP:lz-gc-cell
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,GC B cell,ASCTB-TEMP:gc-b-cell
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,venous capillary,ASCTB-TEMP:venous-capillary
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,CLDN10+ cells,ASCTB-TEMP:cldn10-cells
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Lymphoid DC,ASCTB-TEMP:lymphoid-dc
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,MMP9+ Inflammatory macrophage,ASCTB-TEMP:mmp9-inflammatory-macrophage
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Pro-B,ASCTB-TEMP:pro-b
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Branch B2 (eMN),ASCTB-TEMP:branch-b2-emn-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Naive B,ASCTB-TEMP:naive-b
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Treg,ASCTB-TEMP:treg
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Stromal 2 (CH25H+),ASCTB-TEMP:stromal-2-ch25h-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,BEST2+ Goblet cell,ASCTB-TEMP:best2-goblet-cell
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,LEC2 (MADCAM1+),ASCTB-TEMP:lec2-madcam1-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,ILC2,ASCTB-TEMP:ilc2
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,Stromal 1 (ADAMDEC1+),ASCTB-TEMP:stromal-1-adamdec1-
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,enterocyte of epithelium of small intestine,CL:1000334
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,paneth cell of epithelium of small intestine,CL:1000343
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,small intestine goblet cell,CL:1000495
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,intestinal enteroendocrine cell,CL:0009006
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,intestinal tuft cell,CL:0009080
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,fibroblast,CL:0000057
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,gut endothelial cell,CL:0000131
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,neutrophil,CL:0000775
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,mast cell,CL:0000097
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,transit amplifying cell of small intestine,CL:0009012
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,plasma cell,CL:0000786
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,"CD8-positive, alpha-beta T cell",CL:0000625
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,monocyte,CL:0000576
jejunum,https://portal.hubmapconsortium.org/browse/dataset/3de525fe3e5718f297e8d62e037a042d,"CD4-positive, alpha-beta T cell",CL:0000624
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Mesoderm 1 (HAND1+),ASCTB-TEMP:mesoderm-1-hand1-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Cycling plasma cell,ASCTB-TEMP:cycling-plasma-cell
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,EECs,ASCTB-TEMP:eecs
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Enterocyte,ASCTB-TEMP:enterocyte
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Neuroblast,ASCTB-TEMP:neuroblast
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,SMC (PLPP2+),ASCTB-TEMP:smc-plpp2-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Glia 2 (ELN+),ASCTB-TEMP:glia-2-eln-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,TA,ASCTB-TEMP:ta
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Colonocyte,ASCTB-TEMP:colonocyte
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Lymphoid DC,ASCTB-TEMP:lymphoid-dc
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,TRGV4 gdT,ASCTB-TEMP:trgv4-gdt
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Cycling B cell,ASCTB-TEMP:cycling-b-cell
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Activated T,ASCTB-TEMP:activated-t
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,TRGV2 gdT,ASCTB-TEMP:trgv2-gdt
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Goblet cell,ASCTB-TEMP:goblet-cell
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,cycling EC,ASCTB-TEMP:cycling-ec
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Contractile pericyte (PLN+),ASCTB-TEMP:contractile-pericyte-pln-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,arterial capillary,ASCTB-TEMP:arterial-capillary
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Tfh,ASCTB-TEMP:tfh
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Th17,ASCTB-TEMP:th17
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,LEC1 (ACKR4+),ASCTB-TEMP:lec1-ackr4-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Proximal progenitor,ASCTB-TEMP:proximal-progenitor
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,NK cell,ASCTB-TEMP:nk-cell
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Microfold cell,ASCTB-TEMP:microfold-cell
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,SELL+ CD8 T,ASCTB-TEMP:sell-cd8-t
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,BEST4+ epithelial,ASCTB-TEMP:best4-epithelial
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,SELL+ CD4 T,ASCTB-TEMP:sell-cd4-t
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,RBC,ASCTB-TEMP:rbc
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,cDC2,ASCTB-TEMP:cdc2
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,angiogenic pericyte,ASCTB-TEMP:angiogenic-pericyte
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,myofibroblast (RSPO2+),ASCTB-TEMP:myofibroblast-rspo2-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,LEC4 (STAB2+),ASCTB-TEMP:lec4-stab2-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Transitional Stromal 3 (C3+),ASCTB-TEMP:transitional-stromal-3-c3-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Fetal arterial EC,ASCTB-TEMP:fetal-arterial-ec
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,BEST2+ Goblet cell,ASCTB-TEMP:best2-goblet-cell
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Glia 3 (BCAN+),ASCTB-TEMP:glia-3-bcan-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Paneth,ASCTB-TEMP:paneth
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Branch B1 (eMN),ASCTB-TEMP:branch-b1-emn-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,EC cells (NPW+),ASCTB-TEMP:ec-cells-npw-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Branch A2 (IPAN/IN),ASCTB-TEMP:branch-a2-ipan-in-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Mature arterial EC,ASCTB-TEMP:mature-arterial-ec
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Branch A1 (iMN),ASCTB-TEMP:branch-a1-imn-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Mature venous EC,ASCTB-TEMP:mature-venous-ec
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Tuft,ASCTB-TEMP:tuft
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,myofibroblast,ASCTB-TEMP:myofibroblast
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Branch B3 (IPAN),ASCTB-TEMP:branch-b3-ipan-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Mesothelium (RGS5+),ASCTB-TEMP:mesothelium-rgs5-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,ILCP,ASCTB-TEMP:ilcp
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,ILC3,ASCTB-TEMP:ilc3
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Stromal 2 (NPY+),ASCTB-TEMP:stromal-2-npy-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,IgG plasma cell,ASCTB-TEMP:igg-plasma-cell
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,LYVE1+ Macrophage,ASCTB-TEMP:lyve1-macrophage
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,L cells (PYY+),ASCTB-TEMP:l-cells-pyy-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,IgA plasma cell,ASCTB-TEMP:iga-plasma-cell
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Megakaryocyte,ASCTB-TEMP:megakaryocyte
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Progenitor (NEUROG3+),ASCTB-TEMP:progenitor-neurog3-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Adult Glia,ASCTB-TEMP:adult-glia
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,STAT1+ Naive B,ASCTB-TEMP:stat1-naive-b
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,LEC6 (ADAMTS4+),ASCTB-TEMP:lec6-adamts4-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,mLN Stroma (FMO2+),ASCTB-TEMP:mln-stroma-fmo2-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Monocytes,ASCTB-TEMP:monocytes
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,CLP,ASCTB-TEMP:clp
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,Stromal 3 (KCNN3+),ASCTB-TEMP:stromal-3-kcnn3-
descending colon,https://portal.hubmapconsortium.org/browse/dataset/7edbff53248f2a2c8e74f5f955681734,mLTo,ASCTB-TEMP:mlto
