ftu,ftu_label,as_label,ct_label,bm_label,ftu_as,as,ct,bm,bmType
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Renal Corpuscle,Mesangial Cell,SYNPO2,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/CL_1000742,http://identifiers.org/hgnc/17732,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Renal Corpuscle,Glomerular Capillary Endothelial Cell,AQP1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/CL_1001005,http://identifiers.org/hgnc/633,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Renal Corpuscle,Glomerular Capillary Endothelial Cell,EHD3,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/CL_1001005,http://identifiers.org/hgnc/3244,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Renal Corpuscle,Glomerular Capillary Endothelial Cell,HECW2,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/CL_1001005,http://identifiers.org/hgnc/29853,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Renal Corpuscle,Glomerular Capillary Endothelial Cell,EMCN,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/CL_1001005,http://identifiers.org/hgnc/16041,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Renal Corpuscle,Glomerular Capillary Endothelial Cell,PLAT,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/CL_1001005,http://identifiers.org/hgnc/9051,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Renal Corpuscle,Glomerular Capillary Endothelial Cell,FLT1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/CL_1001005,http://identifiers.org/hgnc/3763,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Renal Corpuscle,Podocyte,CLIC5,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/13517,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Renal Corpuscle,Podocyte,NTNG1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/23319,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Proximal Tubule Epithelial Cell,CUBN,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_0002306,http://identifiers.org/hgnc/2548,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Proximal Tubule Epithelial Cell,SLC13A1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_0002306,http://identifiers.org/hgnc/10916,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Proximal Tubule Epithelial Cell,LRP2,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_0002306,http://identifiers.org/hgnc/6694,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Proximal Tubule Epithelial Cell,ALDOB,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_0002306,http://identifiers.org/hgnc/417,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Proximal Tubule Epithelial Cell,GATM,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_0002306,http://identifiers.org/hgnc/4175,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,SPP1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/11255,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,SPP1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/11255,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/1748,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/1748,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,CRYAB,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/2389,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,CRYAB,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/2389,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,VIM,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/12692,protein
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,VIM,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/12692,protein
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,SATB2,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/21637,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,SATB2,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/21637,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,VCAM1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/12663,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,VCAM1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/12663,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,SLC44A5,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/28524,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Descending Thin Limb Cell,SLC44A5,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001111,http://identifiers.org/hgnc/28524,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/1748,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/1748,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,CLDN3,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/2045,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,CLDN3,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/2045,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,TACSTD2,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/11530,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,TACSTD2,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/11530,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,CRYAB,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/2389,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,CRYAB,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/2389,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,SH3GL3,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/10832,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,SH3GL3,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/10832,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,PROX1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/9459,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,PROX1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/9459,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,CLCNKA,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/2026,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Ascending Thin Limb Cell,CLCNKA,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/2026,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Connecting Tubule Cell,SCN2A,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10588,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Connecting Tubule Cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/1748,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Distal Convoluted Tubule Cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000849,http://identifiers.org/hgnc/1748,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Distal Convoluted Tubule Cell,TRPM6,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000849,http://identifiers.org/hgnc/17995,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Connecting Tubule Cell,SLC8A1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/11068,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Distal Convoluted Tubule Cell,SALL3,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000849,http://identifiers.org/hgnc/10527,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Connecting Tubule Cell,SCNN1G,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10602,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Connecting Tubule Cell,CALB1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/1434,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Distal Convoluted Tubule Cell,CALB1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000849,http://identifiers.org/hgnc/1434,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Connecting Tubule Cell,TRPV5,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/3145,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Connecting Tubule Cell,GATA3,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/4172,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Connecting Tubule Cell,HSD11B2,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/5209,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Distal Convoluted Tubule Cell,SLC12A3,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000849,http://identifiers.org/hgnc/10912,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Distal Convoluted Tubule Cell,ATP1A1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1000849,http://identifiers.org/hgnc/799,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Thick Ascending Limb Cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001106,http://identifiers.org/hgnc/1748,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Thick Ascending Limb Cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001106,http://identifiers.org/hgnc/1748,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Thick Ascending Limb Cell,CASR,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001106,http://identifiers.org/hgnc/1514,gene
https://purl.humanatlas.io/2d-ftu/kidney-nephron,kidney nephron,Tubules,Thick Ascending Limb Cell,CASR,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/CL_1001106,http://identifiers.org/hgnc/1514,gene
